gene_name	mean_length	median_length	max_length
C1QB	949.0	1010.5	1098
EPHB2	3558.5714285714284	3152.0	10816
MIR4684	82.0	82.0	82
AL512444.1	480.0	480.0	480
MIR4253	68.0	68.0	68
LACTBL1	1570.5	1570.5	1641
TEX46	500.0	509.0	512
KDM1A	2228.5	2921.5	3059
AL031428.1	666.0	666.0	666
MIR3115	68.0	68.0	68
AL031428.2	77.0	77.0	77
LUZP1	4567.4	3715.0	8898
AL161672.1	818.0	818.0	818
RNU6-514P	107.0	107.0	107
RNU6-135P	101.0	101.0	101
HTR1D	2835.0	2835.0	2835
AL109936.2	460.0	460.0	460
LINC01355	3943.0	4479.5	5444
AL109936.8	604.0	604.0	604
HNRNPR	2313.076923076923	1637.0	7751
ZNF436	4126.5	4126.5	4465
ZNF436-AS1	850.2857142857143	590.0	2547
AL109936.1	93.0	93.0	93
AL109936.3	650.0	650.0	650
TCEA3	1050.6666666666667	955.0	1719
AL357134.1	426.0	426.0	426
ASAP3	1659.5	921.5	4051
E2F2	2873.0	2873.0	5196
AL021154.1	456.0	456.0	456
ID3	821.6666666666666	892.0	950
AL450043.1	1322.0	1322.0	1322
MDS2	1076.6666666666667	1029.0	1781
AL451000.1	1186.0	1186.0	1186
RPL11	919.6666666666666	851.0	1600
ELOA-AS1	1016.0	1074.0	1502
ELOA	3312.5	3797.5	5154
PITHD1	1212.0	1292.0	1590
LYPLA2	902.3	855.0	1635
GALE	1039.9375	882.0	2073
HMGCL	1275.6666666666667	1354.0	2151
FUCA1	2047.0	2047.0	2047
CNR2	5265.0	5265.0	5265
BTBD6P1	1267.0	1267.0	1267
AL590609.2	210.0	210.0	210
MIR378F	78.0	78.0	78
H3P1	368.0	368.0	368
PNRC2	1238.6	814.0	2428
SRSF10	1938.9375	1141.5	7656
AL590609.1	328.0	328.0	328
AL591178.1	454.0	454.0	454
MYOM3	3491.25	3893.5	5760
MYOM3-AS1	461.0	461.0	461
IL22RA1	2817.0	2817.0	2817
IFNLR1	1829.0	1476.0	4566
LINC02800	1849.0	1849.0	1849
GRHL3-AS1	856.0	856.0	856
GRHL3	1495.7777777777778	1683.0	2869
STPG1	1684.5	791.5	6016
NIPAL3	2660.714285714286	1757.0	5481
RCAN3AS	425.0	426.0	559
RCAN3	2057.6363636363635	2386.0	6863
NCMAP-DT	1445.0	1445.0	1445
NCMAP	4021.5	4021.5	4063
AL445686.1	348.0	348.0	348
AL445686.2	103.0	103.0	103
SRRM1	1247.7826086956522	721.0	3735
AL445648.1	886.0	886.0	886
CLIC4	2021.75	1697.5	4253
RNU6-1208P	107.0	107.0	107
RUNX3	2337.2	2629.0	4340
MIR6731	72.0	72.0	72
AL445471.1	820.0	820.0	820
AL445471.2	2443.0	2443.0	2443
MIR4425	84.0	84.0	84
LINC02793	932.0	932.0	1108
AL050344.1	552.0	552.0	614
AL121994.1	402.0	402.0	402
AL031432.1	988.0	988.0	988
SYF2	1270.75	1341.5	1962
AL031432.4	2190.0	2190.0	2190
AL031432.5	760.0	760.0	760
RSRP1	1070.590909090909	700.5	3034
AL031432.3	485.0	485.0	485
AL031432.2	459.0	459.0	459
RHD	1669.3636363636363	1466.0	3007
SDHDP6	480.0	480.0	480
AL928711.1	459.0	459.0	459
TMEM50A	1069.8333333333333	882.0	2266
RHCE	1103.1	1142.5	1810
AL031284.1	478.0	478.0	478
MACO1	2670.0	3090.5	3940
LDLRAP1	1536.5714285714287	913.0	4670
AL606491.1	483.0	483.0	483
MAN1C1	2575.375	2544.0	4647
AL031280.1	2224.0	2224.0	2224
SELENON	3311.8	4212.0	4314
AL020996.2	451.0	451.0	568
AL020996.1	1086.3333333333333	517.0	2307
MTFR1L	1219.304347826087	815.0	3262
AUNIP	1323.0	1392.0	2116
AL020996.3	222.0	222.0	222
AL033528.3	849.0	849.0	849
PAQR7	3297.0	3297.0	3297
AL033528.1	110.0	110.0	110
STMN1	1327.888888888889	1137.0	2947
SNRPFP2	251.0	251.0	251
AL033528.2	140.0	140.0	140
MIR3917	93.0	93.0	93
PAFAH2	1240.7142857142858	748.0	3487
RNU6-110P	104.0	104.0	104
AL592064.1	125.0	125.0	125
AL592064.2	84.0	84.0	84
EXTL1	1546.25	780.5	4020
SLC30A2	2353.6666666666665	3097.0	3249
AL391650.2	941.0	941.0	941
TRIM63	1567.5	1567.5	1770
PDIK1L	3370.5	4182.5	4279
FAM110D	2799.0	2799.0	2799
C1orf232	554.5	554.5	643
AL391650.1	811.8333333333334	658.5	1468
ZNF593	668.0	668.0	698
CNKSR1	1232.5	754.0	2673
CATSPER4	1753.0	1831.0	1912
ZPLD2P	1047.5	874.0	2108
AL355877.2	899.0	899.0	899
CEP85	2194.25	2523.5	3935
AL355877.1	358.0	358.0	358
SH3BGRL3	759.5	759.5	768
UBXN11	1577.0	1673.5	2646
CD52	476.3333333333333	467.0	581
CRYBG2	2005.6363636363637	796.0	6259
AL451139.1	346.0	346.0	346
ZNF683	1095.4444444444443	936.0	1712
LIN28A	3716.5	3716.5	3975
DHDDS	1066.44	629.0	3338
AL513365.1	535.0	535.0	535
DHDDS-AS1	834.5	834.5	1140
HMGN2	1028.1	991.0	1940
DPPA2P2	897.0	897.0	897
RPS6KA1	1339.0	586.0	3202
MIR1976	52.0	52.0	52
RN7SL679P	304.0	304.0	304
AL627313.2	102.0	102.0	102
RNU7-29P	64.0	64.0	64
AL627313.1	238.0	238.0	238
AL627082.2	104.0	104.0	104
AL627082.1	235.0	235.0	235
AL512408.1	2000.0	2000.0	2000
ARID1A	3365.705882352941	2699.0	8595
PIGV	1340.5	824.0	2713
RN7SL165P	291.0	291.0	291
AL034380.2	177.0	177.0	177
ZDHHC18	1696.2	1002.0	5045
SFN	1308.0	1308.0	1308
GPN2	1400.8	739.0	4665
AL034380.1	306.0	306.0	306
GPATCH3	1064.0	546.0	2125
NUDC	1009.0	818.5	1792
NR0B2	1165.0	1165.0	1165
KDF1	1753.0	1753.0	1855
RPL12P13	497.0	497.0	497
AL356390.1	397.0	397.0	397
OSTCP2	444.0	444.0	444
TRNP1	1268.0	1268.0	1961
TENT5B	2382.0	2382.0	2382
SLC9A1	2054.5	1535.0	4737
AL590640.2	527.0	527.0	527
CHCHD3P3	640.0	640.0	640
NPM1P39	867.0	867.0	867
SNRPEP7	220.0	220.0	220
AL590640.1	379.0	379.0	379
WDTC1	3574.6	4275.0	5149
AL590640.3	104.0	104.0	104
FO393419.3	282.0	282.0	282
TMEM222	1471.6363636363637	1511.0	2861
RNU6-48P	107.0	107.0	107
ACTG1P20	468.0	468.0	468
SYTL1	1644.909090909091	1900.0	2681
MAP3K6	2085.0	956.0	4438
FCN3	989.5	998.5	1030
CD164L2	1116.6666666666667	947.0	1457
FO393419.1	355.0	355.0	355
GPR3	2137.0	2137.0	2137
WASF2	3382.0	3382.0	5681
FO393419.2	428.0	428.0	428
BX293535.1	283.0	283.0	283
AHDC1	2654.823529411765	742.0	6438
FGR	1722.142857142857	2021.0	2637
AL031729.1	192.0	192.0	192
LINC02574	441.0	441.0	441
IFI6	820.6666666666666	822.0	828
AL445490.1	541.6666666666666	549.5	658
RNU6-949P	107.0	107.0	107
CHMP1AP1	662.0	662.0	662
RNU6-424P	105.0	105.0	105
AL020997.5	935.0	935.0	935
FAM76A	1582.0	1050.0	3567
AL020997.1	349.0	349.0	349
RPEP3	676.0	676.0	676
STX12	1053.4	703.0	3034
AL020997.2	184.0	184.0	184
AL020997.3	359.0	359.0	359
RNU6-1245P	106.0	106.0	106
AL020997.4	1471.0	1471.0	1471
PPP1R8	1778.6	2340.0	2651
SCARNA1	166.0	166.0	166
THEMIS2	1426.3636363636363	1082.0	2861
RPA2	1043.8	1162.0	1584
SMPDL3B	1436.1666666666667	1579.5	1913
AL512288.1	491.0	491.0	491
XKR8	1247.0	1247.0	2178
EYA3	3168.875	2132.5	5999
AL512288.2	367.0	367.0	367
RN7SL559P	297.0	297.0	297
SPCS2P4	681.0	681.0	681
AL137792.2	235.0	235.0	235
AL137792.1	557.0	557.0	557
RNU6-176P	105.0	105.0	105
PTAFR	3241.0	3993.0	4191
DNAJC8	985.5	753.5	1763
ATP5IF1	874.0	569.0	1855
AL353622.1	1945.0	1945.0	1945
AL353622.2	425.0	425.0	425
SESN2	3462.0	3462.0	3462
MED18	902.6	862.0	1829
PHACTR4	2327.777777777778	1853.0	6048
CR589951.1	101.0	101.0	101
CR391992.1	394.0	394.0	394
RNU6ATAC27P	119.0	119.0	119
RCC1	1464.1538461538462	1121.0	2844
SNHG3	1666.6666666666667	2201.0	2614
SNORA73A	206.0	206.0	206
SNORA73B	204.0	204.0	204
PRDX3P2	611.0	611.0	611
AL513497.1	2083.0	2083.0	2083
TRNAU1AP	1133.6	1070.0	2040
SNHG12	1137.4117647058824	1090.0	1998
SNORD99	74.0	74.0	74
SNORA61	130.0	130.0	130
SNORA44	132.0	132.0	132
SNORA16A	136.0	136.0	137
TAF12	1040.25	1089.0	1359
RAB42	1403.5	1403.5	1950
LINC01715	656.0	656.0	688
RNU11	134.0	134.0	134
AL360012.1	131.0	131.0	131
GMEB1	3069.75	1987.5	6410
AL645729.1	130.0	130.0	130
YTHDF2	1591.888888888889	879.0	2825
OPRD1	5267.0	5267.0	9317
AL009181.2	1085.0	1085.0	1085
AL009181.1	110.0	110.0	110
EPB41	3627.6341463414633	3916.0	6388
AL138785.2	331.0	331.0	331
AL138785.1	101.0	101.0	101
AL138785.3	282.0	282.0	282
TMEM200B	2510.5	2510.5	2553
AL357500.1	279.0	279.0	279
SRSF4	1852.5	939.0	8128
AL357500.2	169.0	169.0	169
MECR	915.0	775.0	2515
AL590729.1	573.0	573.0	573
PTPRU	2479.090909090909	1590.0	5573
LINC01756	2148.0	2148.0	2148
AL671862.1	349.0	349.0	349
AC092265.1	498.0	498.0	498
AL645944.2	1953.0	1953.0	1953
AL645944.1	493.0	493.0	493
LINC01648	1519.0	1519.0	1519
AL137076.1	551.0	551.0	551
AL021921.1	93.0	93.0	93
AL161638.2	507.0	507.0	507
AL161638.1	481.0	481.0	481
MATN1	1904.6666666666667	943.0	3830
MATN1-AS1	1785.4	1530.0	3925
AL137857.1	1077.0	1077.0	1077
LAPTM5	1363.3333333333333	960.0	2177
MIR4420	77.0	77.0	77
AL137027.1	444.0	444.0	444
LINC01778	1117.7142857142858	1101.5	1732
RN7SKP91	288.0	288.0	288
AL445235.1	1747.0	1747.0	1747
SDC3	3145.5	2917.5	6392
RN7SL371P	267.0	267.0	267
PUM1	2099.2608695652175	812.0	5375
AL356320.2	507.0	507.0	507
AL356320.1	163.0	163.0	163
SELENOWP1	252.0	252.0	252
AC114495.1	436.0	436.0	436
NKAIN1	1030.0	569.0	2922
SNRNP40	1012.8571428571429	743.0	1928
AC114495.2	437.0	437.0	437
ZCCHC17	1454.6666666666667	1534.0	1730
AL451070.1	439.0	439.0	439
FABP3	737.5	659.0	1097
SERINC2	1953.6666666666667	2067.0	2807
AC209007.1	1342.0	1342.0	1342
RNU6-40P	107.0	107.0	107
LDC1P	1520.2	1244.0	2270
AC209007.2	114.0	114.0	114
LINC01226	1425.5555555555557	554.0	5019
AC114488.1	488.5	488.5	591
TINAGL1	1722.1818181818182	926.0	4759
HCRTR1	1493.0	1642.0	2003
PEF1	840.875	746.0	1614
PEF1-AS1	694.4583333333334	695.0	900
AC114488.2	480.0	480.0	480
COL16A1	1364.4705882352941	740.0	5418
ADGRB2	3125.8	2936.0	5414
MIR4254	76.0	76.0	76
AL354919.2	537.0	537.0	537
SPOCD1	1844.142857142857	2021.5	3960
AL354919.1	2257.0	2257.0	2257
AL136115.2	587.0	587.0	587
PTP4A2	1051.3636363636363	672.5	3910
AL136115.1	517.0	517.0	517
AL136115.3	1873.0	1873.0	1873
KHDRBS1	2163.75	2351.0	2738
AL445248.1	624.0	624.0	624
TMEM39B	1388.3333333333333	1538.0	2087
MIR5585	59.0	59.0	59
AL445248.2	291.0	291.0	291
KPNA6	3285.0	2453.0	7355
AL049795.2	667.0	667.0	667
TXLNA	4938.5	4938.5	5012
CCDC28B	1026.8	1089.0	1415
AL049795.1	714.0	714.0	786
IQCC	2122.6666666666665	2089.0	2252
DCDC2B	1606.0	1606.0	1863
TMEM234	1195.4166666666667	1027.0	2736
EIF3I	793.5	693.5	1458
MTMR9LP	1804.0	1711.5	2624
FAM167B	947.0	947.0	947
LCK	1242.2142857142858	927.5	2166
AL121991.1	260.0	260.0	260
AL109945.2	110.0	110.0	110
HDAC1	1045.2	752.5	2409
MARCKSL1	1546.0	1546.0	1546
AL109945.1	687.0	687.0	687
TSSK3	570.0	494.0	1026
FAM229A	1066.5	572.5	2759
BSDC1	1364.0625	797.0	4599
GAPDHP20	1007.0	1007.0	1007
AL356986.1	341.0	341.0	341
LRRC37A12P	1801.0	1801.0	1801
RN7SL122P	301.0	301.0	301
AL033529.1	3447.0	3447.0	3447
ZBTB8B	12831.0	12831.0	12831
ZBTB8A	4510.0	4510.0	7077
ZBTB8OS	665.8666666666667	598.0	1601
AC114489.1	102.0	102.0	102
RBBP4	1223.2631578947369	690.0	7883
SYNC	1612.0	1196.5	3503
AC114489.2	395.0	395.0	395
KIAA1522	3528.4	5293.0	5493
YARS1	1537.2	1105.5	3238
S100PBP	1193.8125	562.0	4220
FNDC5	1174.875	738.0	2831
HPCA	705.6	539.0	1412
TMEM54	765.3333333333334	758.0	1030
AL031602.2	575.0	575.0	575
RNF19B	2497.3333333333335	2560.0	2598
AL031602.1	643.0	643.0	911
AL355864.1	526.0	526.0	526
AL355864.2	863.0	863.0	863
AL020995.1	1680.0	1680.0	1680
AK2	1757.0555555555557	883.0	5970
AL020995.2	345.0	345.0	345
AZIN2	1712.2857142857142	879.0	5848
AL662907.1	1360.0	1360.0	1360
TRIM62	1641.75	1222.0	3817
AL662907.2	3448.0	3448.0	3448
AL662907.3	982.0	982.0	1932
ZNF362	1505.4	712.0	3187
AL513327.3	469.0	469.0	469
A3GALT2	1023.0	1023.0	1023
AL513327.1	802.3636363636364	836.0	1432
PHC2	1708.75	1116.5	3870
MIR3605	100.0	100.0	100
RN7SKP16	299.0	299.0	299
AL513327.2	490.0	490.0	490
TLR12P	2706.0	2706.0	2706
ZSCAN20	2520.0	2367.0	4316
AC115285.1	736.0	736.0	736
CSMD2	6602.4	3795.5	13698
HSPD1P14	1618.0	1618.0	1618
HMGB4	1478.75	1486.5	2505
CSMD2-AS1	886.952380952381	928.0	1367
RNA5SP42	115.0	115.0	115
C1orf94	2593.0	2593.0	3050
AC115286.1	434.0	434.0	434
AC099565.1	1426.0	1426.0	1426
MIR552	96.0	96.0	96
SMIM12	2271.3333333333335	1768.0	5694
GJB5	1355.0	1355.0	1355
GJB4	1444.0	1444.0	1444
AL121988.1	560.0	560.0	560
GJB3	1994.5	1994.5	2192
GJA4	1340.0	1340.0	1621
AL122010.1	720.0	720.0	720
DLGAP3	2660.6666666666665	3587.0	3921
AC114490.3	3163.0	3163.0	3163
AC114490.1	1406.5	1406.5	1887
AC114490.2	3099.0	3099.0	3099
TMEM35B	922.0	922.0	922
ZMYM6	2289.4444444444443	1473.0	6241
ZMYM1	2607.181818181818	3055.0	4608
RPL12P45	478.0	478.0	478
EFCAB14P1	463.0	463.0	463
AL590434.2	1886.0	1886.0	1886
SFPQ	1191.2	677.5	3740
AL590434.1	94.0	94.0	94
ZMYM4	2565.6666666666665	566.0	7366
RN7SL503P	303.0	303.0	303
AL160000.1	152.0	152.0	152
RPL5P4	886.0	886.0	886
ZMYM4-AS1	459.0	459.0	459
AL356362.1	323.0	323.0	323
KIAA0319L	1404.35	872.0	4777
AC004865.1	1003.0	1003.0	1003
NCDN	2294.1666666666665	2237.0	3698
AC004865.2	567.5	567.5	852
TFAP2E	1812.0	1812.0	2245
PSMB2	3256.6666666666665	4217.0	4426
C1orf216	1232.6666666666667	578.0	2628
CLSPN	3756.3333333333335	3993.5	8512
AL354864.1	539.0	539.0	539
AGO4	2697.0	522.0	7272
AGO1	6848.0	3996.0	13712
AL139286.1	483.0	483.0	483
AL139286.3	1802.0	1802.0	1802
AL139286.2	396.0	396.0	396
AGO3	4340.142857142857	1726.0	19660
AL138787.2	376.0	376.0	385
AL138787.1	1286.0	1286.0	1674
TEKT2	1327.0	1490.0	1738
ADPRHL2	1651.0	1651.0	1651
COL8A2	3717.3333333333335	4447.0	4669
TRAPPC3	1099.8	1085.0	2428
MAP7D1	1469.6923076923076	906.0	3456
RN7SL131P	256.0	256.0	256
THRAP3	3026.5	3582.0	4405
UBE2V2P4	259.0	259.0	259
SH3D21	2275.3333333333335	2043.0	5952
EVA1B	876.5	876.5	1054
AL591845.1	4878.0	4878.0	4878
STK40	2331.625	2260.5	4837
LSM10	755.6666666666666	860.0	1006
RNU4-27P	139.0	139.0	139
OSCP1	798.3333333333334	683.5	1463
SNORA63C	129.0	129.0	129
MRPS15	1306.25	1282.5	2127
CSF3R	1977.7333333333333	1659.0	6074
FTLP18	523.0	523.0	523
AL596257.1	2694.0	2694.0	2694
AC117945.2	1521.0	1521.0	1521
AC117945.1	620.5	620.5	778
GRIK3	3388.5	1756.5	9491
AL031430.1	1039.0	1039.0	1039
AL353604.1	1804.3333333333333	1993.0	2824
MIR4255	72.0	72.0	72
RNU6-636P	107.0	107.0	107
RNA5SP43	110.0	110.0	110
RPS29P6	145.0	145.0	145
LINC01137	1631.0	1631.0	1867
ZC3H12A	1590.75	1623.5	2721
MIR6732	60.0	60.0	60
MEAF6	1261.2222222222222	1351.0	2147
MIR5581	60.0	60.0	60
SNIP1	2198.0	1846.0	4554
FTH1P1	532.0	532.0	532
AL034379.1	253.0	253.0	253
DNALI1	1776.5	1670.0	3539
GNL2	967.6666666666666	630.0	2409
AL513220.1	1326.0	1326.0	1326
RSPO1	2498.25	2397.0	2879
C1orf109	1107.642857142857	755.0	2622
CDCA8	2337.0	2337.0	2371
EPHA10	1920.2727272727273	2000.0	5477
AC104336.1	100.0	100.0	100
ACTN4P2	1892.0	1892.0	1892
AL929472.1	429.0	429.0	429
MANEAL	1850.2	1930.0	2685
AL929472.3	700.0	700.0	700
YRDC	1848.0	1848.0	1848
C1orf122	1253.75	1281.5	2229
MTF1	4175.0	4175.0	7937
AL929472.4	691.0	691.0	691
INPP5B	2460.818181818182	3230.0	4694
AL929472.2	481.0	481.0	481
AL929472.5	81.0	81.0	81
RNU6-584P	95.0	95.0	95
AL603790.1	273.0	273.0	273
SF3A3	939.125	775.5	2774
RNU6-510P	108.0	108.0	108
FHL3	1140.8	1091.0	1656
UTP11	1310.25	1322.5	2023
POU3F1	2965.0	2965.0	2965
MIR3659HG	583.0	583.0	593
AL139158.1	340.0	340.0	340
MIR3659	99.0	99.0	99
LINC02786	1562.0	1562.0	1562
AL390839.1	1033.0	1033.0	1033
AL390839.2	1235.0	1235.0	1235
LINC01343	1571.5	1571.5	2283
AL513479.1	585.0	585.0	585
RNU6-753P	107.0	107.0	107
LINC01685	1268.1875	1225.5	1660
AL354702.1	1960.0	1960.0	1960
AL354702.2	614.6666666666666	514.0	890
RRAGC	1621.5	1618.5	2681
AL139260.2	2171.0	2171.0	2171
AL139260.1	668.4	630.0	1172
MYCBP	1110.5	784.5	2532
AL139260.3	1674.5	1495.0	3231
GJA9	2091.0	2091.0	2281
RHBDL2	1569.6666666666667	1883.0	2129
RNU6-605P	108.0	108.0	108
AL714019.1	101.0	101.0	101
EIF1P2	350.0	350.0	350
AKIRIN1	1494.75	1286.5	2688
NDUFS5	519.5	519.5	544
MACF1	5450.875	2429.0	24828
RNU6-608P	104.0	104.0	104
RNA5SP44	133.0	133.0	133
AL442071.2	1941.0	1941.0	1941
AL442071.1	558.0	558.0	558
HSPE1P8	288.0	288.0	288
BMP8A	5636.0	5636.0	5636
OXCT2P1	1535.0	1535.0	1535
PPIEL	1476.6	1070.0	2757
PABPC4	1193.64	738.0	3592
PABPC4-AS1	901.5	901.5	1316
SNORA55	135.0	135.0	135
HEYL	4077.0	4077.0	4077
AL035404.2	304.0	304.0	304
NT5C1A	1107.0	1107.0	1107
HPCAL4	4598.0	4600.0	4758
PPIE	1492.0666666666666	927.0	4651
AL035404.1	568.0	568.0	568
RNU7-121P	62.0	62.0	62
BMP8B	4826.0	4826.0	4826
OXCT2	1826.0	1826.0	1826
BMP8B-AS1	1218.0	1218.0	1218
AL033527.3	1196.0	1196.0	1196
AL033527.2	154.0	154.0	154
AL033527.4	949.5	949.5	1098
LINC02811	673.0	673.0	673
TRIT1	1644.4375	922.0	5930
AL033527.1	113.0	113.0	113
MYCL	2287.0	2600.0	3522
MYCL-AS1	785.0	785.0	785
AL663070.1	109.0	109.0	109
MFSD2A	1485.2	1430.0	2432
AL663070.2	725.0	725.0	725
CAP1	1272.2105263157894	817.0	3105
PPT1	1711.3157894736842	1957.0	4010
AL512599.1	685.0	685.0	685
RLF	6232.0	6232.0	6232
RNU6-1237P	107.0	107.0	107
TMCO2	623.5	623.5	696
AL050341.2	1541.0	1541.0	1541
ZMPSTE24	1150.75	549.0	2975
AL050341.1	313.0	313.0	313
COL9A2	1016.1666666666666	672.5	2887
AL031985.2	480.0	480.0	480
SMAP2	1912.8333333333333	2487.0	2905
AL031985.1	418.0	418.0	418
AL031985.4	673.0	673.0	673
ZFP69B	2171.0	2163.0	2382
AL031985.3	2449.0	2449.0	2449
AL603839.4	1005.0	1005.0	1005
ZFP69	1814.0	2104.0	2796
AL603839.3	605.0	605.0	605
EXO5	1206.8	864.0	2567
AL603839.1	432.0	432.0	432
AL603839.2	546.0	546.0	546
ZNF684	1227.5714285714287	1028.0	2102
AL356379.2	720.0	720.0	720
AL356379.1	126.0	126.0	126
GTF2F2P2	721.0	721.0	721
RIMS3	4333.5	4333.5	7259
AL031289.2	1672.0	1672.0	1672
AL031289.1	471.0	471.0	471
NFYC-AS1	1687.0	1687.0	1687
NFYC	1197.8333333333333	1239.0	2363
MIR30E	92.0	92.0	92
MIR30C1	89.0	89.0	89
KCNQ4	3005.0	2885.0	4324
RN7SL326P	296.0	296.0	296
CITED4	1310.0	1310.0	1310
AC119677.1	471.0	471.0	471
AL391730.1	921.0	921.0	921
AL391730.2	1354.0	1354.0	1354
UBE2V1P8	265.0	265.0	265
CTPS1	2551.6666666666665	2342.5	5325
SLFNL1-AS1	4800.0	4800.0	4800
SLFNL1	2579.4	2117.0	4310
SCMH1	2150.1176470588234	2977.0	3323
RPL23AP17	499.0	499.0	499
AC093151.7	4437.0	4437.0	4437
AC093151.2	728.0	666.0	1066
AC093151.1	313.0	313.0	313
AC093151.5	1086.0	1013.0	1348
FOXO6	1937.0	1937.0	2398
FOXO6-AS1	394.0	394.0	394
RNA5SP45	92.0	92.0	92
EDN2	666.4	485.0	1253
HIVEP3	6271.0	2369.0	12617
AL445933.2	265.0	265.0	265
AL445933.1	2242.0	2242.0	2242
AC119676.1	81.0	81.0	81
AL158216.1	1188.0	1188.0	1188
HNRNPFP1	1133.0	1133.0	1133
AC114492.1	454.0	454.0	454
GUCA2B	604.0	604.0	604
GUCA2A	597.0	597.0	597
FOXJ3	3655.222222222222	5106.0	5352
AC096540.1	661.0	661.0	661
RIMKLA	5720.5	5720.5	10577
AL513331.1	397.0	397.0	397
ZMYND12	1032.0	1090.5	1530
PPCS	1092.0	879.5	2269
CCDC30	2183.689655172414	2041.5	6827
AL445669.1	755.0	755.0	755
TMSB4XP1	135.0	135.0	135
RNU6-536P	107.0	107.0	107
AL445669.2	421.0	421.0	421
PPIH	559.6666666666666	596.0	754
AC098484.4	1963.0	1963.0	2041
AC098484.2	601.0	601.0	601
YBX1	1512.25	1150.0	2979
CLDN19	2648.0	2841.0	3517
P3H1	1586.357142857143	866.5	3001
C1orf50	1948.6666666666667	589.0	4760
AC098484.3	867.0	825.0	1008
AC098484.1	484.0	484.0	484
TMEM269	1536.75	1138.5	3354
SVBP	721.6666666666666	708.0	807
ERMAP	1973.2222222222222	1616.0	3949
AL512353.1	1083.6	610.0	3131
ZNF691	1571.111111111111	1683.0	1935
AL512353.2	1962.0	1962.0	1962
AL512353.3	1326.0	1326.0	1326
ATP6V1E1P1	681.0	681.0	681
SLC2A1	1018.3	584.5	3362
ATP6V0CP4	440.0	440.0	440
SLC2A1-AS1	1873.0	1646.5	3075
AC099795.1	638.3333333333334	621.0	759
RNU6-880P	107.0	107.0	107
AL161637.2	89.0	89.0	89
AL161637.1	412.0	412.0	412
FAM183A	475.8333333333333	488.0	536
EBNA1BP2	886.8888888888889	759.0	1503
MIR6733	61.0	61.0	61
CFAP57	1963.25	1336.5	4244
RNA5SP46	120.0	120.0	120
TMEM125	1098.25	1182.0	1850
C1orf210	1057.5	1057.5	1486
TIE1	1195.0	638.0	3893
MPL	1948.25	1815.0	3633
AL139289.2	557.0	557.0	557
AL139289.1	661.0	661.0	661
CDC20	1150.75	1202.0	1777
ELOVL1	950.125	848.5	1625
MIR6734	68.0	68.0	68
MED8	1265.2	1186.0	1968
MED8-AS1	731.0	731.0	731
SZT2	3634.842105263158	2204.0	14136
SZT2-AS1	699.0	699.0	699
MIR6735	73.0	73.0	73
HYI	926.6923076923077	796.0	2173
HYI-AS1	545.0	545.0	545
PTPRF	3187.3125	2744.5	7720
KDM4A	1460.2	852.0	4486
AL451062.4	4037.0	4037.0	4037
KDM4A-AS1	1051.0	686.0	3389
ST3GAL3	1687.6470588235295	1805.0	4776
AL451062.1	469.0	469.0	469
AL451062.3	90.0	90.0	90
AL451062.2	271.0	271.0	271
MIR6079	62.0	62.0	62
SHMT1P1	1312.0	1312.0	1312
ARTN	859.3636363636364	524.0	1943
AL357079.1	2224.0	2224.0	2224
AL357079.3	424.6666666666667	486.0	494
IPO13	1092.142857142857	501.0	3883
AL357079.2	2044.0	2044.0	2044
DPH2	1063.0	851.0	2466
ATP6V0B	987.4615384615385	865.0	2432
B4GALT2	1505.75	1463.5	2629
CCDC24	1113.090909090909	860.0	2654
SLC6A9	1655.0833333333333	1903.5	3130
AL139220.2	839.32	654.0	2644
AL139220.1	520.0	520.0	520
KRT8P47	1398.0	1398.0	1398
RN7SL479P	300.0	300.0	300
KLF17	1927.5	1927.5	3160
AL356653.1	360.0	360.0	360
KLF18	3159.0	3159.0	3159
AL359839.2	1160.0	1160.0	1160
AL359839.1	96.0	96.0	96
OOSP1P1	274.0	274.0	274
AL035417.1	214.0	214.0	214
AL035417.2	796.0	796.0	796
DMAP1	1172.4	874.0	4552
ERI3	937.1	973.5	1733
ERI3-IT1	619.0	619.0	619
RNU6-369P	102.0	102.0	102
RNF220	1640.0	1058.0	3835
MIR5584	60.0	60.0	60
TMEM53	1452.888888888889	1579.0	2236
ARMH1	869.7619047619048	726.0	2218
RNU5F-1	117.0	117.0	117
RNU5D-1	116.0	116.0	116
KIF2C	1315.375	999.5	2955
AL592166.1	545.0	545.0	580
RPS8	799.25	815.0	1115
SNORD55	80.0	80.0	80
SNORD46	104.0	104.0	104
SNORD38A	70.0	70.0	70
SNORD38B	68.0	68.0	69
RPS15AP11	385.0	385.0	385
BEST4	2512.0	2512.0	2512
PLK3	1288.142857142857	873.0	2477
TCTEX1D4	763.0	763.0	763
BTBD19	1047.4444444444443	934.0	2659
PTCH2	3272.6666666666665	4298.0	4410
RNU5E-6P	115.0	115.0	115
AL136380.1	162.0	162.0	162
EIF2B3	1041.3	860.0	1923
RNA5SP47	109.0	109.0	109
CCNB1IP1P1	839.0	839.0	839
PPIAP35	492.0	492.0	492
MRPS17P1	3130.0	3130.0	3130
HECTD3	1592.142857142857	914.0	3597
UROD	976.5555555555555	901.0	2138
ZSWIM5	3129.0	3129.0	5868
OSTCP5	453.0	453.0	453
LINC01144	1710.0	1710.0	1710
HPDL	1785.0	1785.0	1785
MUTYH	1205.9347826086957	1007.5	2528
AL451136.1	2768.0	2768.0	2768
